YEAR,DATE,MONTH,SITE,PLANT,DEPTH,FROND,LNGTH_WC,DIAM_WC,WT_WC,NODES_WC,WT_NB_WC,LNGTH_C,DIAM_C,WT_C,NODES_C,WT_NB_C,STATUS,SCRAP,BLADES,NOTES,use,Sum water column and canopy lengths,Sum water column and canopy weight
2002,9/4/02,9,AQUE,1,6.7,37,0.75,3,0.04,8,0.02,0,0,0,0,0,G,3.17,,,Y,0.75,0.04
2002,9/4/02,9,AQUE,1,6.7,38,0.6,2,0.02,24,0.01,0,0,0,0,0,G,3.17,,,Y,0.6,0.02
2002,9/4/02,9,AQUE,1,6.7,39,6.7,5,0.36,38,0.23,1.1,2,0.24,35,0.07,G,3.17,,,Y,7.8,0.6
2002,9/4/02,9,AQUE,1,6.7,40,6.7,6,0.56,49,0.26,0.8,4,0.2,18,0.03,G,3.17,,,Y,7.5,0.76
2002,9/4/02,9,AQUE,1,6.7,41,6.7,1,0.37,44,0.26,2.8,1,0.31,61,0.08,G,3.17,,,Y,9.5,0.68
2002,9/4/02,9,AQUE,1,6.7,42,1.6,3,0.58,11,0.03,0,0,0,0,0,G,3.17,,,Y,1.6,0.58
2002,9/4/02,9,AQUE,1,6.7,43,6.7,1,0.49,44,0.26,0.8,4,0.12,30,0.03,G,3.17,,,Y,7.5,0.61
2002,9/4/02,9,AQUE,1,6.7,44,6.7,5,0.58,65,0.28,0.3,1,0.01,4,0,G,3.17,,,Y,7,0.59
2002,9/4/02,9,AQUE,2,6.7,1,3.2,5,0.35,30,0.13,0,0,0,0,0,G,0.88,,,Y,3.2,0.35
2002,9/4/02,9,AQUE,2,6.7,2,6.7,2,1.31,68,0.53,3.7,1.2,1.13,92,0.24,G,0.88,,,Y,10.4,2.44
2002,9/4/02,9,AQUE,2,6.7,3,6.7,1.9,0.71,60,0.49,4.2,3,1.16,112,0.36,T,0.88,,,Y,10.9,1.87
2002,9/4/02,9,AQUE,2,6.7,4,3.2,5,0.83,26,0.29,0,0,0,0,0,T,0.88,,,Y,3.2,0.83
2002,9/4/02,9,AQUE,2,6.7,5,3.8,5,0.51,45,0.21,0,0,0,0,0,G,0.88,,,Y,3.8,0.51
2002,9/4/02,9,AQUE,2,6.7,6,1.3,1,0.13,12,0.05,0,0,0,0,0,G,0.88,,,Y,1.3,0.13
2002,9/4/02,9,AQUE,2,6.7,7,3.5,6,0.22,19,0.18,0,0,0,0,0,S,0.88,,,Y,3.5,0.22
2002,9/4/02,9,AQUE,2,6.7,8,6.7,6,1.56,67,0.49,1.6,2,0.56,59,0.09,G,0.88,,,Y,8.3,2.12
2002,9/4/02,9,AQUE,2,6.7,9,4.2,2,0.5,66,0.26,0,0,0,0,0,G,0.88,,,Y,4.2,0.5
2002,9/4/02,9,AQUE,2,6.7,10,6.7,4,1.85,63,0.53,2.6,3,1,70,0.16,G,0.88,,,Y,9.3,2.85
2002,9/4/02,9,AQUE,2,6.7,11,4.6,4,1.04,47,0.19,0,0,0,0,0,G,0.88,,,Y,4.6,1.04
2002,9/4/02,9,AQUE,2,6.7,12,2.4,4,0.42,36,0.11,0,0,0,0,0,G,0.88,,,Y,2.4,0.42
2002,9/4/02,9,AQUE,2,6.7,13,1.3,1,0.15,14,0.05,0,0,0,0,0,G,0.88,,,Y,1.3,0.15
2002,9/4/02,9,AQUE,2,6.7,14,6.7,4,1.59,59,0.5,2.45,5,1.03,61,0.16,G,0.88,,,Y,9.15,2.62
2002,9/4/02,9,AQUE,2,6.7,15,0.2,2,0.01,1,0,0,0,0,0,0,G,0.88,,,Y,0.2,0.01
2002,9/4/02,9,AQUE,2,6.7,16,0.8,2,0.04,3,0.01,0,0,0,0,0,T,0.88,,,Y,0.8,0.04
2002,9/4/02,9,AQUE,2,6.7,17,0.6,2,0.04,6,0.02,0,0,0,0,0,G,0.88,,,Y,0.6,0.04
2002,9/4/02,9,AQUE,2,6.7,18,0.65,4,0.05,4,0.01,0,0,0,0,0,G,0.88,,,Y,0.65,0.05
2002,9/4/02,9,AQUE,2,6.7,19,6.7,6,1.9,75,0.62,3.4,5,1.15,74,0.22,T,0.88,,,Y,10.1,3.05
2002,9/5/02,9,MOHK,1,6.7,1,6.7,2,0.59,32,0.3,1,2,0.21,26,0.03,G,0.36,,,Y,7.7,0.8
2002,9/5/02,9,MOHK,1,6.7,2,6.7,5,0.61,49,0.27,0.1,2,0.01,1,,G,0.36,,,Y,6.8,0.62
2002,9/5/02,9,MOHK,1,6.7,3,3.6,4,0.23,21,0.12,0,0,0,0,0,G,0.36,,,Y,3.6,0.23
2002,9/5/02,9,MOHK,1,6.7,4,0.7,3,0.03,5,0.02,0,0,0,0,0,G,0.36,,,Y,0.7,0.03
2002,9/5/02,9,MOHK,1,6.7,5,6.5,5,0.46,44,0.23,0,0,0,0,0,G,0.36,,,Y,6.5,0.46
2002,9/5/02,9,MOHK,1,6.7,6,6.7,4,0.39,22,0.3,10,6,1.77,112,0.66,T,0.36,,,Y,16.7,2.16
2002,9/5/02,9,MOHK,1,6.7,7,6.7,5,0.58,51,0.26,0.15,3,0.01,2,0,G,0.36,,,Y,6.85,0.59
2002,9/5/02,9,MOHK,1,6.7,8,6.7,6,0.37,27,0.34,0.06,0.06,0,0,0,S,0.36,,,Y,6.76,0.37
2002,9/5/02,9,MOHK,1,6.7,9,6.5,2,0.44,37,0.21,0,0,0,0,0,G,0.36,,,Y,6.5,0.44
2002,9/5/02,9,MOHK,1,6.7,10,6.7,5,0.47,29,0.3,4.8,6,0.86,68,0.3,G,0.36,,,Y,11.5,1.33
2002,9/5/02,9,MOHK,1,6.7,11,6.6,5,0.54,54,0.25,0,0,0,0,0,G,0.36,,,Y,6.6,0.54
2002,9/5/02,9,MOHK,1,6.7,12,4.1,4,0.27,30,0.13,0,0,0,0,0,G,0.36,,,Y,4.1,0.27
2002,9/5/02,9,MOHK,1,6.7,13,6.7,6,0.33,17,0.26,8.4,3,1.5,94,0.53,G,0.36,,,Y,15.1,1.83
2002,9/5/02,9,MOHK,1,6.7,14,6.7,6,0.38,17,0.3,7.3,7,1.34,86,0.47,G,0.36,,,Y,14,1.72
2002,9/5/02,9,MOHK,1,6.7,15,0.85,3,0.04,6,0.03,0,0,0,0,0,G,0.36,,,Y,0.85,0.04
2002,9/5/02,9,MOHK,1,6.7,16,6.7,5,0.38,24,0.28,6.9,7,1.28,83,0.45,T,0.36,,,Y,13.6,1.66
2002,9/5/02,9,MOHK,1,6.7,17,2.6,4,0.16,15,0.08,0,0,0,0,0,G,0.36,,,Y,2.6,0.16
2002,9/5/02,9,MOHK,1,6.7,18,3.4,4,0.18,20,0.11,0,0,0,0,0,G,0.36,,,Y,3.4,0.18
2002,9/5/02,9,MOHK,1,6.7,19,6.4,5,0.28,26,0.28,0,0,0,0,0,S,0.36,,,Y,6.4,0.28
2002,9/5/02,9,MOHK,1,6.7,20,1.5,,0.07,9,0.03,0,0,0,0,0,G,0.36,,,Y,1.5,0.07
2002,9/5/02,9,MOHK,1,6.7,21,0.6,3,0.03,6,0.02,0,0,0,0,0,G,0.36,,,Y,0.6,0.03
2002,9/5/02,9,MOHK,1,6.7,22,0.3,2,0.02,2,0.01,0,0,0,0,0,G,0.36,,,Y,0.3,0.02
2002,9/5/02,9,MOHK,1,6.7,23,6.7,5,0.48,23,0.31,4.3,6,0.73,62,0.28,G,0.36,,,Y,11,1.21
2002,9/5/02,9,MOHK,1,6.7,24,6.7,6.5,1.26,62,0.53,2,5,0.37,37,0.13,,0.36,,,Y,8.7,1.63
2002,9/5/02,9,MOHK,1,6.7,25,6.7,7,1.25,73,0.6,2.5,3,0.43,34,0.17,T,0.36,,,Y,9.2,1.68
2002,9/5/02,9,MOHK,1,6.7,26,6.7,5,0.55,28,0.3,1.6,5,0.29,28,0.1,G,0.36,,,Y,8.3,0.84
2002,9/5/02,9,MOHK,1,6.7,27,6.7,5,0.44,30,0.35,6.9,3,1.54,81,0.59,T,0.36,,,Y,13.6,1.98
2002,9/5/02,9,MOHK,2,6.1,1,2.3,4,0.22,15,0.12,0,0,0,0,0,G,0.93,,,Y,2.3,0.22
2002,9/5/02,9,MOHK,2,6.1,2,1.3,4,0.12,9,0.08,0,0,0,0,0,G,0.93,,,Y,1.3,0.12
2002,9/5/02,9,MOHK,2,6.1,3,3.7,4,0.39,25,0.2,0,0,0,0,0,G,0.93,,,Y,3.7,0.39
2002,9/5/02,9,MOHK,2,6.1,4,1.2,,,9,0.08,0,0,0,0,0,G,0.93,,,N,1.2,0
2002,9/5/02,9,MOHK,2,6.1,5,4.5,5,0.44,24,0.19,0,0,0,0,0,G,0.93,,,Y,4.5,0.44
2002,9/5/02,9,MOHK,2,6.1,6,4.8,5,0.47,29,0.19,0,0,0,0,0,G,0.93,,,Y,4.8,0.47
2002,9/5/02,9,MOHK,2,6.1,7,6.1,4,0.87,47,0.37,0.9,4,0.19,27,0.04,G,0.93,,,Y,7,1.06
2002,9/5/02,9,MOHK,2,6.1,8,6.1,8,0.38,17,0.37,1.4,8,0.15,12,0.14,S,0.93,,,Y,7.5,0.53
2002,9/5/02,9,MOHK,2,6.1,9,2.9,4,0.27,23,0.12,0,0,0,0,0,G,0.93,,,Y,2.9,0.27
2002,9/5/02,9,MOHK,2,6.1,10,2.6,6,0.25,21,0.11,0,0,0,0,0,G,0.93,,,Y,2.6,0.25
2002,9/5/02,9,MOHK,2,6.1,11,6,7,0.33,17,0.33,0,0,0,0,0,S,0.93,,,Y,6,0.33
2002,9/5/02,9,MOHK,2,6.1,12,6.1,6,0.83,39,0.38,1.6,6,0.39,40,0.09,G,0.93,,,Y,7.7,1.22
2002,9/5/02,9,MOHK,2,6.1,13,6.1,7,,28,0.39,7.2,7,2,97,0.64,T,0.93,,,N,13.3,2
2002,9/5/02,9,MOHK,2,6.1,14,6.1,5,0.73,33,0.36,4.3,7,1.06,71,0.35,G,0.93,,,Y,10.4,1.79
2002,9/5/02,9,MOHK,2,6.1,15,5.3,6,0.62,41,0.26,0,0,0,0,0,G,0.93,,,Y,5.3,0.62
2002,9/5/02,9,MOHK,2,6.1,16,6.1,7,0.75,29,0.41,8.7,7,2.34,106,0.78,,0.93,,,Y,14.8,3.09
2002,9/5/02,9,MOHK,2,6.1,17,6.1,6,0.54,21,0.47,6.1,6,0.44,117,0.39,S,0.93,,,Y,12.2,0.98
2002,9/5/02,9,MOHK,2,6.1,18,1.6,3,0.16,14,0.07,0,0,0,0,0,G,0.93,,,Y,1.6,0.16
2002,9/5/02,9,MOHK,2,6.1,19,6.1,7,0.7,32,0.43,8,6,2.03,122,0.73,,0.93,,,Y,14.1,2.73
2002,9/5/02,9,MOHK,2,6.1,20,2,4,0.13,14,0.07,0,0,0,0,0,G,0.93,,,Y,2,0.13
2002,9/5/02,9,MOHK,2,6.1,21,0.8,3,0.06,6,0.03,0,0,0,0,0,G,0.93,,,Y,0.8,0.06
2002,9/5/02,9,MOHK,2,6.1,22,6.1,2,0.74,32,0.37,3.1,,0.81,29,0.22,G,0.93,,,Y,9.2,1.55
2002,9/5/02,9,MOHK,2,6.1,23,6.1,7,0.69,31,0.41,8.5,6,2.24,109,0.74,T,0.93,,,Y,14.6,2.93
2002,9/5/02,9,MOHK,2,6.1,24,1.2,4,0.06,6,0.03,0,0,0,0,0,T,0.93,,,Y,1.2,0.06
2002,9/5/02,9,MOHK,2,6.1,25,6.1,6,0.79,39,0.39,1.6,6,0.34,38,0.06,G,0.93,,,Y,7.7,1.13
2002,9/5/02,9,MOHK,2,6.1,26,6.1,7,0.45,18,0.41,7,5,0.71,119,0.58,S,0.93,,,Y,13.1,1.16
2002,9/5/02,9,MOHK,2,6.1,27,6.1,7,0.75,32,0.39,8.3,6,2.09,109,0.74,T,0.93,,,Y,14.4,2.84
2002,9/5/02,9,MOHK,2,6.1,28,6.1,5,0.61,27,0.34,7.6,7,2.11,106,0.67,G,0.93,,,Y,13.7,2.72
2002,9/5/02,9,MOHK,2,6.1,29,6.1,7,0.68,29,0.36,11.2,7,1.39,90,0.43,G,0.93,,,Y,17.3,2.07
2002,9/5/02,9,MOHK,2,6.1,30,6.1,8,0.57,22,0.4,5,7,1.19,85,0.58,T,0.93,,,Y,11.1,1.76
2002,9/5/02,9,MOHK,2,6.1,31,6.1,7,0.58,27,0.43,7.1,8,1.89,121,0.72,T,0.93,,,Y,13.2,2.47
2002,9/10/02,9,ABUR,1,7.6,1,0.9,,0.03,,,0,0,0,0,0,G,1.71,,p,Y,0.9,0.03
2002,9/10/02,9,ABUR,1,7.6,2,0.4,,0.01,,,0,0,0,0,0,G,1.71,,p,Y,0.4,0.01
2002,9/10/02,9,ABUR,1,7.6,3,2.5,5,0.18,12,0.06,0,0,0,0,0,G,1.71,,p,Y,2.5,0.18
2002,9/10/02,9,ABUR,1,7.6,4,2.8,5,0.26,15,0.08,0,0,0,0,0,G,1.71,,p,Y,2.8,0.26
2002,9/10/02,9,ABUR,1,7.6,5,0.25,2,0.01,0,0,0,0,0,0,0,G,1.71,,p,Y,0.25,0.01
2002,9/10/02,9,ABUR,1,7.6,6,2.3,4.5,0.11,11,0.05,0,0,0,0,0,G,1.71,,p,Y,2.3,0.11
2002,9/10/02,9,ABUR,1,7.6,7,0.6,3,0.01,1,0,0,0,0,0,0,G,1.71,,p,Y,0.6,0.01
2002,9/10/02,9,ABUR,1,7.6,8,0.5,3,0,1,0,0,0,0,0,0,G,1.71,,p,Y,0.5,0
2002,9/10/02,9,ABUR,1,7.6,9,4.7,5,0.31,36,0.15,0,0,0,0,0,G,1.71,,p,Y,4.7,0.31
2002,9/10/02,9,ABUR,1,7.6,10,5.1,5,0.37,36,0.18,0,0,0,0,0,G,1.71,,p,Y,5.1,0.37
2002,9/10/02,9,ABUR,1,7.6,11,1.5,4,0.08,8,0.03,0,0,0,0,0,G,1.71,,p,Y,1.5,0.08
2002,9/10/02,9,ABUR,1,7.6,12,1.5,2,0.05,4,0.01,0,0,0,0,0,G,1.71,,p,Y,1.5,0.05
2002,9/10/02,9,ABUR,1,7.6,13,2.5,4,0.22,17,0.09,0,0,0,0,0,G,1.71,,p,Y,2.5,0.22
2002,9/10/02,9,ABUR,1,7.6,14,2.9,3,0.15,19,0.07,0,0,0,0,0,G,1.71,,p,Y,2.9,0.15
2002,9/10/02,9,ABUR,1,7.6,15,1.8,3,0.1,12,0.05,0,0,0,0,0,G,1.71,,p,Y,1.8,0.1
2002,9/10/02,9,ABUR,1,7.6,16,0.4,2,0.01,1,0,0,0,0,0,0,G,1.71,,p,Y,0.4,0.01
2002,9/10/02,9,ABUR,1,7.6,17,0.7,3,0.03,2,0,0,0,0,0,0,G,1.71,,p,Y,0.7,0.03
2002,9/10/02,9,ABUR,1,7.6,18,0.9,3,0.02,6,0.02,0,0,0,0,0,G,1.71,,p,Y,0.9,0.02
2002,9/10/02,9,ABUR,1,7.6,19,0.3,2,0.01,3,0.01,0,0,0,0,0,G,1.71,,p,Y,0.3,0.01
2002,9/10/02,9,ABUR,1,7.6,20,0.3,2,0,0,0,0,0,0,0,0,G,1.71,,p,Y,0.3,0
2002,9/10/02,9,ABUR,1,7.6,21,0.6,2,0.03,3,0.01,0,0,0,0,0,G,1.71,,p,Y,0.6,0.03
2002,9/10/02,9,ABUR,1,7.6,22,1.45,3,0.04,5,0.03,0,0,0,0,0,G,1.71,,p,Y,1.45,0.04
2002,9/10/02,9,ABUR,1,7.6,23,1.2,2,0.02,2,0.01,0,0,0,0,0,G,1.71,,p,Y,1.2,0.02
2002,9/10/02,9,ABUR,1,7.6,24,1.2,2,0.03,4,0.01,0,0,0,0,0,G,1.71,,p,Y,1.2,0.03
2002,9/10/02,9,ABUR,1,7.6,25,2.3,3,0.13,9,0.05,0,0,0,0,0,G,1.71,,p,Y,2.3,0.13
2002,9/10/02,9,ABUR,1,7.6,26,2.75,4,0.17,17,0.09,0,0,0,0,0,G,1.71,,p,Y,2.75,0.17
2002,9/10/02,9,ABUR,1,7.6,27,1.5,4,0.08,15,0.05,0,0,0,0,0,G,1.71,,p,Y,1.5,0.08
2002,9/10/02,9,ABUR,1,7.6,28,3.1,4,0.19,11,0.11,0,0,0,0,0,T,1.71,,p,Y,3.1,0.19
2002,9/10/02,9,ABUR,1,7.6,29,3.8,4,0.35,32,0.16,0,0,0,0,0,G,1.71,,p,Y,3.8,0.35
2002,9/10/02,9,ABUR,1,7.6,30,4.6,4.5,0.31,30,0.14,0,0,0,0,0,G,1.71,,p,Y,4.6,0.31
2002,9/10/02,9,ABUR,1,7.6,31,7.6,6,0.73,43,0.43,4.7,7,1.07,4.9,0.38,G,1.71,,p,Y,12.3,1.8
2002,9/10/02,9,ABUR,1,7.6,32,2.3,3,0.13,8,0.05,0,0,0,0,0,G,1.71,,p,Y,2.3,0.13
2002,9/10/02,9,ABUR,1,7.6,33,6.7,6,0.85,62,0.36,0,0,0,0,0,G,1.71,,p,Y,6.7,0.85
2002,9/10/02,9,ABUR,1,7.6,34,7.6,5,1.23,66,0.45,0.35,3,0.02,4,0.01,G,1.71,,p,Y,7.95,1.25
2002,9/10/02,9,ABUR,1,7.6,35,6.3,5,0.77,49,0.33,0,0,0,0,0,G,1.71,,p,Y,6.3,0.77
2002,9/10/02,9,ABUR,1,7.6,36,3.5,6,0.13,15,0.12,0,0,0,0,0,G,1.71,,p,Y,3.5,0.13
2002,9/10/02,9,ABUR,1,7.6,37,7.6,6,0.82,33,0.47,3.9,7,0.98,50,0.29,G,1.71,,p,Y,11.5,1.8
2002,9/10/02,9,ABUR,1,7.6,38,7.6,6,0.68,25,0.44,7.1,7,1.48,85,0.48,G,1.71,,p,Y,14.7,2.16
2002,9/10/02,9,ABUR,1,7.6,39,7.6,6,1.07,61,0.47,1.9,6,0.43,43,0.11,G,1.71,,p,Y,9.5,1.5
2002,9/10/02,9,ABUR,1,7.6,40,6.9,5,0.81,61,0.34,0,0,0,0,0,G,1.71,,p,Y,6.9,0.81
2002,9/10/02,9,ABUR,1,7.6,41,2.8,5,0.11,14,0.09,0,0,0,0,0,G,1.71,,p,Y,2.8,0.11
2002,9/10/02,9,ABUR,1,7.6,42,7.6,6,0.54,40,0.43,5.9,6,1.36,82,0.44,G,1.71,,p,Y,13.5,1.9
2002,9/10/02,9,ABUR,1,7.6,43,7.6,6,0.72,48,0.42,7.5,6,1.19,70,0.46,T,1.71,,p,Y,15.1,1.91
2002,9/10/02,9,ABUR,1,7.6,44,7.6,6,0.34,35,0.34,3.7,6,0.38,64,0.29,S,1.71,,p,Y,11.3,0.72
2002,9/10/02,9,ABUR,1,7.6,45,7.6,5,0.58,35,0.37,7.1,7,1.51,85,0.53,G,1.71,,p,Y,14.7,2.09
2002,9/10/02,9,ABUR,1,7.6,46,7.6,6,0.39,40,0.36,5.3,5,0.72,83,0.36,S,1.71,,p,Y,12.9,1.11
2002,9/10/02,9,ABUR,1,7.6,47,7.6,5,0.64,40,0.39,4.4,8,1,49,0.36,T,1.71,,p,Y,12,1.64
2002,9/10/02,9,ABUR,1,7.6,48,7.6,6,0.37,49,0.29,5.3,7,1.02,92,0.36,G,1.71,,p,Y,12.9,1.39
2002,9/10/02,9,ABUR,1,7.6,49,7.6,6,0.41,41,0.35,4.6,6,0.71,71,0.34,S,1.71,,p,Y,12.2,1.12
2002,9/10/02,9,ABUR,1,7.6,50,7.6,6,1.26,59,0.56,3.6,6,0.64,50,0.19,G,1.71,,p,Y,11.2,1.9
2002,9/10/02,9,ABUR,1,7.6,51,7.6,6,1.02,49,0.48,3.4,6,0.71,52,0.2,G,1.71,,p,Y,11,1.73
2002,9/10/02,9,ABUR,1,7.6,52,7.6,6,0.42,42,0.4,5.6,6,0.9,89,0.38,G,1.71,,p,Y,13.2,1.32
2002,9/10/02,9,ABUR,1,7.6,53,7.6,6,1.06,53,0.49,5.1,6,0.94,66,0.35,G,1.71,,p,Y,12.7,2
2002,9/10/02,9,ABUR,1,7.6,54,7.6,6,0.48,39,0.42,5.9,6,1.57,104,0.49,T,1.71,,p,Y,13.5,2.05
2002,9/10/02,9,ABUR,1,7.6,55,7.6,6,1.15,49,0.45,1.8,4,0.37,36,0.09,G,1.71,,p,Y,9.4,1.52
2002,9/10/02,9,ABUR,1,7.6,56,7.6,7,1.1,45,0.5,4.6,6,0.99,62,0.34,G,1.71,,p,Y,12.2,2.09
2002,9/10/02,9,ABUR,1,7.6,57,7.6,6,0.71,36,0.46,6.2,6,1.26,48,0.13,G,1.71,,p,Y,13.8,1.97
2002,9/10/02,9,ABUR,1,7.6,58,7.6,6,0.66,44,0.31,1.8,6,0.53,42,0.42,G,1.71,,p,Y,9.4,1.19
2002,10/10/02,10,MOHK,1,7,1,1.2,,0.05,,,0,,0,,,G,3.96,,,Y,1.2,0.05
2002,10/10/02,10,MOHK,1,7,2,1.4,,0.07,,,0,,0,,,G,3.96,,,Y,1.4,0.07
2002,10/10/02,10,MOHK,1,7,3,1.1,,0.04,,,0,,0,,,G,3.96,,,Y,1.1,0.04
2002,10/10/02,10,MOHK,1,7,4,4.4,,0.27,,,0,,0,,,G,3.96,,,Y,4.4,0.27
2002,10/10/02,10,MOHK,1,7,5,2.3,,0.12,,,0,,0,,,G,3.96,,,Y,2.3,0.12
2002,10/10/02,10,MOHK,1,7,6,0.6,,0.04,,,0,,0,,,G,3.96,,,Y,0.6,0.04
2002,10/10/02,10,MOHK,1,7,7,1.8,,0.09,,,0,,0,,,G,3.96,,,Y,1.8,0.09
2002,10/10/02,10,MOHK,1,7,8,1.7,,0.06,,,0,,0,,,G,3.96,,,Y,1.7,0.06
2002,10/10/02,10,MOHK,1,7,9,1.4,,0.06,,,0,,0,,,G,3.96,,,Y,1.4,0.06
2002,10/10/02,10,MOHK,1,7,10,0.7,,0.03,,,0,,0,,,G,3.96,,,Y,0.7,0.03
2002,10/10/02,10,MOHK,1,7,11,5.1,,0.34,,,0,,0,,,G,3.96,,,Y,5.1,0.34
2002,10/10/02,10,MOHK,1,7,12,7,,0.47,,,1.4,,0.35,,,G,3.96,,,Y,8.4,0.82
2002,10/10/02,10,MOHK,1,7,13,6.9,,0.63,,,0,,0,,,G,3.96,,,Y,6.9,0.63
2002,10/10/02,10,MOHK,1,7,14,7,,0.58,,,2.9,,0.43,,,G,3.96,,,Y,9.9,1.01
2002,10/10/02,10,MOHK,1,7,15,7,,0.57,,,0.5,,0.05,,,T,3.96,,,Y,7.5,0.62
2002,10/10/02,10,MOHK,1,7,16,6,,0.54,,,0,,0,,,G,3.96,,,Y,6,0.54
2002,10/10/02,10,MOHK,1,7,17,6,,0.45,,,0,,0,,,G,3.96,,,Y,6,0.45
2002,10/10/02,10,MOHK,1,7,18,7,,0.66,,,1.3,,0.36,,,G,3.96,,,Y,8.3,1.02
2002,10/10/02,10,MOHK,1,7,19,7,,0.62,,,2.7,,0.71,,,G,3.96,,,Y,9.7,1.33
2002,10/10/02,10,MOHK,1,7,20,7,,0.8,,,0.2,,0.07,,,G,3.96,,,Y,7.2,0.87
2002,10/10/02,10,MOHK,1,7,21,7,,0.53,,,2,,0.66,,,T,3.96,,,Y,9,1.19
2002,10/10/02,10,MOHK,1,7,22,6.6,,0.42,,,0,,0,,,T,3.96,,,Y,6.6,0.42
2002,10/10/02,10,MOHK,1,7,23,7,,0.51,,,2,,0.38,,,C,3.96,,,Y,9,0.89
2002,10/10/02,10,MOHK,1,7,24,7,,0.54,,,0.6,,0.07,,,T,3.96,,,Y,7.6,0.61
2002,10/10/02,10,MOHK,1,7,25,7,,0.62,,,1.7,,0.54,,,G,3.96,,,Y,8.7,1.16
2002,10/10/02,10,MOHK,1,7,26,7,,0.7,,,0.8,,0.15,,,G,3.96,,,Y,7.8,0.85
2002,10/10/02,10,MOHK,1,7,27,7,,0.54,,,0.7,,0.06,,,T,3.96,,,Y,7.7,0.6
2002,10/10/02,10,MOHK,1,7,28,7,,0.41,,,1.2,,0.12,,,T,3.96,,,Y,8.2,0.53
2002,10/10/02,10,MOHK,1,7,29,7,,0.68,,,0,,0,,,G,3.96,,,Y,7,0.68
2002,10/10/02,10,MOHK,1,7,30,7,,0.64,,,1.3,,0.25,,,G,3.96,,,Y,8.3,0.89
2002,10/10/02,10,MOHK,1,7,31,7,,0.55,,,0,,0,,,T,3.96,,,Y,7,0.55
2002,10/10/02,10,MOHK,1,7,32,7,,0.67,,,2.1,,0.55,,,C,3.96,,,Y,9.1,1.22
2002,10/10/02,10,MOHK,1,7,33,7,,0.54,,,1.3,,0.24,,,T,3.96,,,Y,8.3,0.78
2002,10/10/02,10,MOHK,1,7,34,7,,0.6,,,8.5,,2.96,,,T,3.96,,,Y,15.5,3.56
2002,10/10/02,10,MOHK,1,7,35,7,,0.47,,,2,,0.41,,,T,3.96,,,Y,9,0.88
2002,10/10/02,10,MOHK,1,7,36,7,,0.74,,,7,,2.58,,,T,3.96,,,Y,14,3.32
2002,10/10/02,10,MOHK,1,7,37,6.7,,0.38,,,0,,0,,,T,3.96,,,Y,6.7,0.38
2002,10/10/02,10,MOHK,1,7,38,7,,0.44,,,7.1,,2.42,,,T,3.96,,,Y,14.1,2.86
2002,10/10/02,10,MOHK,1,7,39,7,,0.4,,,5.8,,0,,,S,3.96,,,N,12.8,0.4
2002,10/10/02,10,MOHK,1,7,40,7,,0.41,,,5,,1.55,,,T,3.96,,,Y,12,1.96
2002,10/10/02,10,MOHK,1,7,41,7,,0.41,,,5.6,,1.74,,,T,3.96,,,Y,12.6,2.15
2002,10/10/02,10,MOHK,1,7,42,7,,0.41,,,8.4,,2.97,,,T,3.96,,,Y,15.4,3.38
2002,10/10/02,10,MOHK,1,7,43,7,,0.39,,,9,,0.69,,,T,3.96,,,Y,16,1.08
2002,10/10/02,10,MOHK,1,7,44,6.6,,0.36,,,0,,0,,,T,3.96,,,Y,6.6,0.36
2002,10/10/02,10,MOHK,1,7,45,7,,0.34,,,6,,1.47,,,T,3.96,,,Y,13,1.81
2002,10/10/02,10,MOHK,1,7,46,3.2,,0.16,,,0,,0,,,S,3.96,,,Y,3.2,0.16
2002,10/10/02,10,MOHK,1,7,47,4.7,,0.15,,,0,,0,,,S,3.96,,,Y,4.7,0.15
2002,10/10/02,10,MOHK,1,7,48,7,,0.44,,,1.2,,0.12,,,,3.96,,,Y,8.2,0.56
2002,10/10/02,10,MOHK,1,7,49,1.2,,0.05,,,0,,0,,,S,3.96,,,Y,1.2,0.05
2002,10/10/02,10,MOHK,1,7,50,2.3,,0.08,,,0,,0,,,G,3.96,,,Y,2.3,0.08
2002,10/10/02,10,MOHK,1,7,51,0.6,,0.03,,,0,,0,,,G,3.96,,,Y,0.6,0.03
2002,10/9/02,10,AQUE,1,9.4,1,4.1,,0.16,,,0,,0,,,S,1.26,,,Y,4.1,0.16
2002,10/9/02,10,AQUE,1,9.4,2,1.3,,0.09,,,0,,0,,,G,1.26,,,Y,1.3,0.09
2002,10/9/02,10,AQUE,1,9.4,3,3,,0.19,,,0,,0,,,G,1.26,,,Y,3,0.19
2002,10/9/02,10,AQUE,1,9.4,4,0.7,,0.01,,,0,,0,,,T,1.26,,,Y,0.7,0.01
2002,10/9/02,10,AQUE,1,9.4,5,0.6,,0.02,,,0,,0,,,G,1.26,,,Y,0.6,0.02
2002,10/9/02,10,AQUE,1,9.4,6,0.7,,0.04,,,0,,0,,,G,1.26,,,Y,0.7,0.04
2002,10/9/02,10,AQUE,1,9.4,7,4.8,,0.16,,,0,,0,,,S,1.26,,,Y,4.8,0.16
2002,10/9/02,10,AQUE,1,9.4,8,3.9,,0.28,,,0,,0,,,G,1.26,,,Y,3.9,0.28
2002,10/9/02,10,AQUE,1,9.4,9,7.9,,0.3,,,0,,0,,,S,1.26,,,Y,7.9,0.3
2002,10/9/02,10,AQUE,1,9.4,10,1.1,,0.06,,,0,,0,,,G,1.26,,,Y,1.1,0.06
